Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
6121,31,Male,Married,Finance,Analyst,1,6527,76,3,14,9,1,5,3,4,No,1,31,6,3,1,3,34,4,No
564,32,Male,Married,IT,Manager,3,3758,85,17,8,2,1,4,3,52,Yes,7,35,13,4,2,4,22,4,No
292,36,Female,Single,Sales,Executive,5,6197,64,14,11,1,2,5,3,6,Yes,3,32,1,4,4,2,14,4,No
4717,32,Female,Divorced,HR,Executive,5,17804,86,29,4,7,4,2,4,31,Yes,7,51,15,3,1,4,32,3,No
7709,36,Female,Single,Finance,Assistant,5,18861,40,27,12,9,2,1,1,9,No,9,38,12,1,2,3,5,1,No
6350,35,Female,Single,Finance,Assistant,4,14246,29,26,8,7,2,4,1,58,No,5,54,16,4,1,1,28,4,Yes
170,21,Female,Single,Sales,Executive,2,8710,97,26,3,6,3,5,2,42,Yes,9,30,16,4,3,4,21,4,No
268,27,Male,Divorced,Sales,Analyst,5,7156,83,27,11,0,2,3,4,35,No,7,52,16,1,3,3,32,4,No
4639,44,Male,Single,Sales,Assistant,2,10673,21,19,10,2,4,5,1,69,Yes,2,47,17,2,2,3,42,4,No
7078,20,Female,Divorced,Marketing,Analyst,2,13849,33,9,14,0,3,5,4,78,Yes,8,59,18,2,2,4,25,4,No
3356,32,Female,Single,Marketing,Assistant,5,3385,46,13,5,0,3,4,3,50,No,4,31,10,1,3,3,5,4,No
8280,50,Male,Married,Sales,Executive,1,15882,45,22,12,5,4,1,2,24,No,6,51,18,3,4,3,26,4,No
316,41,Female,Divorced,Finance,Executive,3,15098,62,15,6,7,2,3,4,89,Yes,4,37,19,1,4,1,13,2,No
6729,50,Male,Married,HR,Analyst,1,15261,37,5,12,0,2,3,4,22,Yes,9,54,10,1,3,3,1,2,No
9496,38,Female,Divorced,Sales,Manager,5,5331,28,26,12,9,1,3,2,7,Yes,6,59,2,3,4,1,25,1,No
4068,34,Male,Married,IT,Manager,2,6213,62,27,2,6,4,3,2,90,Yes,4,45,8,3,2,3,23,2,No
246,27,Male,Single,Finance,Assistant,5,19621,90,28,10,7,3,4,2,53,Yes,4,44,5,3,4,2,23,1,No
253,54,Female,Single,Sales,Assistant,4,11168,39,23,9,7,4,1,3,56,No,2,55,16,2,1,3,27,1,No
1112,37,Female,Divorced,HR,Assistant,1,15332,96,24,9,9,1,1,3,92,Yes,3,52,14,1,1,3,41,1,Yes
4802,23,Male,Single,Finance,Executive,4,13764,35,5,14,2,4,5,2,5,No,9,40,17,2,4,1,24,1,No
1714,58,Male,Single,Finance,Analyst,3,12124,22,3,2,2,1,1,1,12,No,5,59,12,2,2,2,30,1,Yes
51,55,Male,Single,Finance,Manager,5,12256,36,17,7,5,2,4,4,73,No,6,32,19,3,2,3,44,1,No
1836,53,Female,Divorced,Finance,Executive,4,13002,31,12,5,1,1,5,4,76,No,2,30,1,3,3,2,14,4,No
7897,59,Female,Married,Finance,Manager,5,5718,50,27,10,0,1,3,4,87,No,7,47,8,4,1,2,32,3,No
3384,47,Female,Married,Sales,Executive,1,16549,61,3,7,3,4,4,4,58,Yes,1,40,12,1,2,4,41,3,No
6411,40,Male,Divorced,Marketing,Manager,2,9390,43,8,1,5,4,1,2,39,Yes,7,43,0,3,2,3,5,1,Yes
4314,36,Female,Married,HR,Executive,3,4091,83,11,12,7,1,1,3,78,No,3,46,16,4,1,3,43,1,No
873,36,Male,Married,IT,Assistant,2,13029,37,9,3,7,2,5,2,29,Yes,7,34,12,4,1,3,48,2,No
1255,31,Male,Married,Marketing,Analyst,3,9030,59,2,9,9,4,4,4,48,No,7,41,1,1,4,4,46,2,Yes
8882,29,Female,Divorced,Marketing,Manager,5,11455,69,20,3,4,1,5,1,16,No,6,49,12,1,1,2,33,4,No
5852,56,Male,Single,HR,Executive,1,5940,68,27,9,0,3,5,2,79,No,3,55,3,2,4,3,35,4,Yes
5703,43,Male,Single,Sales,Manager,3,3585,40,11,13,1,2,5,2,21,No,8,40,18,4,3,3,28,1,No
8104,43,Female,Single,Finance,Manager,2,16305,30,20,2,3,1,3,4,38,No,1,59,15,3,4,3,32,2,No
2099,25,Female,Divorced,Marketing,Manager,2,7494,42,5,10,6,3,1,1,80,Yes,5,53,15,1,4,4,19,3,Yes
5129,22,Female,Single,Finance,Assistant,3,5807,95,12,12,4,1,3,2,42,No,9,38,11,1,3,2,23,1,Yes
249,59,Female,Married,Marketing,Assistant,5,5824,78,7,13,5,3,3,4,10,No,8,44,0,4,4,1,45,2,No
6562,20,Female,Married,Marketing,Manager,3,16547,21,15,7,4,1,3,2,26,Yes,1,47,16,2,4,2,27,4,No
1340,56,Female,Single,Finance,Executive,1,17796,56,7,13,8,4,5,4,16,Yes,3,43,4,1,2,4,48,2,No
7018,45,Male,Single,Marketing,Analyst,5,11458,49,13,4,4,2,1,3,58,No,7,56,6,2,4,1,22,2,Yes
2111,54,Male,Single,HR,Manager,5,17267,49,1,9,4,3,2,3,79,Yes,8,47,3,2,3,1,36,1,Yes
1570,21,Male,Single,Sales,Manager,3,3203,21,11,12,2,4,2,4,41,No,8,52,11,1,4,4,26,1,Yes
1727,20,Female,Married,Finance,Executive,2,9396,16,7,9,7,4,3,1,11,No,2,32,7,1,2,1,9,1,No
8385,38,Female,Married,Finance,Analyst,3,15559,50,29,13,8,3,3,3,52,No,5,45,3,3,2,3,20,4,No
6941,29,Male,Single,IT,Executive,1,3331,98,14,7,7,4,5,1,7,Yes,2,32,2,2,1,4,28,2,Yes
4396,58,Male,Divorced,IT,Assistant,4,12901,75,22,9,1,3,1,2,89,Yes,8,58,10,2,1,4,15,2,Yes
2421,59,Female,Single,Sales,Executive,5,16909,80,15,6,0,4,3,2,30,Yes,9,40,15,4,3,4,10,1,No
3046,23,Male,Married,HR,Manager,2,3021,29,9,11,6,1,2,2,85,Yes,4,35,12,4,3,2,44,4,Yes
5504,31,Female,Married,IT,Assistant,2,3589,44,23,9,0,1,4,3,3,No,8,49,18,4,3,1,17,4,No
3704,31,Female,Married,Sales,Executive,3,12968,47,26,2,3,3,4,3,57,No,2,33,16,4,1,1,41,2,No
8192,56,Male,Divorced,IT,Manager,1,6867,63,16,3,8,3,2,4,14,Yes,7,58,11,4,4,2,35,2,Yes
5332,54,Male,Single,Sales,Manager,3,13350,49,23,7,8,2,3,2,13,Yes,9,31,6,1,1,2,34,1,No
9809,54,Male,Divorced,IT,Assistant,3,10422,84,25,2,5,2,1,1,95,Yes,2,54,18,2,2,2,2,4,No
448,21,Male,Single,IT,Executive,4,8967,28,21,7,0,1,1,3,10,Yes,7,58,14,1,1,3,18,1,Yes
7895,33,Male,Married,HR,Executive,4,13534,45,1,4,9,1,4,1,51,No,8,58,9,2,4,3,22,4,No
8729,53,Male,Single,HR,Executive,3,17589,21,6,1,4,3,1,4,71,Yes,3,50,11,1,2,3,5,2,Yes
7829,25,Female,Single,IT,Analyst,5,10345,63,10,12,5,3,1,2,74,Yes,2,42,10,2,2,3,47,1,Yes
1769,56,Male,Divorced,IT,Manager,1,16222,48,10,9,6,3,5,3,25,No,7,52,9,1,2,1,26,4,No
6809,45,Male,Married,Finance,Executive,5,18248,18,13,10,8,2,1,2,70,Yes,9,44,2,3,1,4,24,1,No
4705,48,Female,Single,Sales,Manager,3,15177,38,14,14,0,1,3,1,79,No,2,56,10,3,4,1,47,3,No
3870,20,Male,Married,Marketing,Executive,1,10542,70,24,10,3,3,1,3,59,Yes,9,52,16,1,1,3,40,4,No
1656,48,Male,Single,HR,Assistant,5,6432,83,20,2,2,4,3,4,99,Yes,9,30,16,4,1,1,41,4,No
3188,32,Male,Divorced,Marketing,Manager,4,18846,61,2,3,7,4,5,4,8,No,1,36,7,3,2,2,27,4,No
684,21,Female,Divorced,Marketing,Executive,4,10444,69,21,10,2,3,1,3,86,No,2,34,8,4,2,3,44,4,Yes
4171,21,Female,Divorced,Marketing,Executive,3,12147,61,20,6,7,3,2,1,50,No,1,42,17,3,2,1,16,2,No
4478,44,Male,Single,Finance,Executive,4,3227,33,25,14,0,3,3,2,74,Yes,3,34,7,2,2,3,16,1,No
462,48,Male,Divorced,Finance,Analyst,4,4063,69,21,3,2,1,1,1,17,No,5,33,0,3,3,4,11,2,Yes
5765,26,Male,Married,Sales,Analyst,3,17796,95,17,12,5,2,2,2,80,No,1,44,8,4,4,2,4,3,No
7523,36,Male,Single,IT,Analyst,5,3733,94,20,12,7,4,2,2,56,No,9,33,12,4,2,2,39,1,No
4503,48,Male,Single,Finance,Manager,2,7521,63,18,13,0,4,4,2,11,No,2,42,13,2,2,3,43,2,No
9710,44,Male,Single,HR,Assistant,1,7614,41,24,1,8,4,1,1,94,Yes,9,58,3,3,3,3,1,1,No
319,46,Female,Divorced,IT,Manager,5,9203,93,29,4,6,3,3,1,92,No,8,56,11,4,2,1,44,1,Yes
1146,42,Female,Single,Marketing,Executive,4,6515,78,16,10,3,1,1,4,77,No,8,41,8,4,2,4,38,4,Yes
5095,33,Male,Divorced,Marketing,Assistant,5,3785,51,11,4,4,2,3,3,16,Yes,5,44,14,1,2,3,25,1,No
1394,30,Male,Divorced,Marketing,Analyst,2,18288,32,23,12,0,4,1,2,10,Yes,7,47,11,2,4,2,23,1,No
6624,26,Male,Divorced,HR,Assistant,4,4791,31,19,10,9,2,2,2,20,Yes,2,53,1,1,2,1,44,3,No
1502,45,Female,Single,Marketing,Manager,2,6263,75,29,4,3,3,5,2,75,No,1,37,12,3,2,2,2,1,No
6409,42,Female,Single,Sales,Manager,4,6919,24,29,14,7,4,2,3,31,No,7,57,2,4,4,1,38,3,No
377,31,Male,Divorced,Marketing,Executive,1,7398,49,29,3,1,4,1,2,66,No,4,35,13,2,1,4,42,4,No
411,56,Female,Married,HR,Assistant,4,4488,97,19,7,2,1,1,2,49,Yes,3,54,15,3,3,1,21,2,Yes
1661,38,Male,Divorced,Sales,Assistant,5,10688,28,12,12,7,4,2,4,68,Yes,6,43,13,2,3,4,49,1,No
3152,45,Female,Single,Sales,Executive,2,13692,81,19,13,9,3,1,3,91,Yes,9,57,12,4,1,3,45,3,No
1624,25,Female,Divorced,IT,Assistant,1,14577,80,7,14,7,3,4,2,43,Yes,1,43,16,3,1,2,14,4,No
5610,44,Male,Single,Marketing,Manager,1,18033,73,14,7,1,3,4,3,28,No,5,38,1,4,2,4,42,1,No
8533,35,Male,Single,HR,Assistant,5,7296,29,6,14,4,4,4,1,29,No,2,48,16,1,1,3,31,1,Yes
5803,59,Male,Divorced,HR,Analyst,1,7640,38,17,4,1,4,2,2,72,No,4,36,19,4,1,3,47,1,No
5307,46,Male,Divorced,Sales,Manager,5,6407,53,5,13,6,2,2,2,24,No,7,33,0,1,2,3,6,4,No
7087,37,Female,Divorced,Sales,Manager,2,19886,43,17,7,2,1,1,2,2,Yes,8,31,8,3,1,4,20,4,No
8898,23,Male,Single,IT,Analyst,2,16566,33,19,7,2,2,5,1,39,Yes,9,35,13,4,2,3,9,1,No
7489,32,Female,Single,IT,Manager,1,10619,68,16,4,7,4,1,1,49,No,1,41,3,2,2,1,28,2,No
9616,58,Female,Married,Marketing,Analyst,2,12714,52,13,7,1,3,1,3,25,Yes,3,54,18,4,4,1,8,4,No
9218,22,Female,Divorced,Marketing,Executive,2,16081,70,16,12,4,4,2,3,73,No,9,47,16,4,3,3,24,4,No
1673,31,Female,Single,Finance,Assistant,4,18296,44,9,5,0,1,1,2,96,Yes,2,53,6,3,2,2,25,3,No
2359,50,Male,Single,Sales,Assistant,3,18171,40,1,7,9,1,2,4,83,No,1,47,14,2,3,2,1,2,No
8468,20,Female,Married,Marketing,Assistant,1,6576,73,9,6,8,4,4,2,95,Yes,6,43,13,4,4,2,29,1,Yes
275,41,Male,Single,Sales,Assistant,4,16510,78,23,1,5,1,1,1,64,No,8,57,1,1,1,2,46,4,No
2474,24,Female,Divorced,HR,Manager,4,16225,95,25,13,9,2,3,2,10,Yes,1,41,19,2,4,1,5,3,No
5490,27,Male,Married,IT,Manager,1,7101,76,4,7,5,3,5,2,7,No,4,44,17,2,4,4,13,4,No
4772,37,Male,Married,Sales,Analyst,2,11691,23,6,11,3,1,3,1,19,Yes,7,50,10,2,3,2,31,4,No
2108,21,Female,Divorced,Marketing,Analyst,2,11733,67,6,11,1,4,3,4,10,No,2,55,8,1,2,4,14,3,Yes
7501,24,Male,Married,Sales,Executive,4,7071,24,5,4,9,3,1,3,45,Yes,2,55,16,3,3,3,12,4,No
4415,47,Female,Single,Sales,Manager,5,9747,45,2,5,6,1,1,4,31,No,9,54,3,1,2,4,26,1,No
8139,43,Male,Single,Marketing,Executive,5,12216,94,25,8,2,2,4,2,39,No,6,56,11,1,2,3,39,3,No
8661,23,Male,Divorced,Sales,Analyst,5,8036,93,7,12,8,2,3,1,96,Yes,1,41,10,3,1,1,25,2,Yes
8240,30,Male,Single,Sales,Executive,5,5352,26,26,9,5,2,2,4,70,Yes,5,45,7,4,2,4,38,3,No
2418,56,Male,Divorced,IT,Assistant,4,16196,42,21,6,0,3,3,3,9,No,8,59,14,2,3,4,2,2,No
8772,32,Male,Single,HR,Manager,1,17469,51,29,3,6,2,2,4,92,Yes,9,56,4,1,3,1,11,4,Yes
2237,48,Male,Divorced,HR,Manager,2,19566,85,23,4,1,1,3,3,60,Yes,1,34,8,3,1,4,7,2,No
3768,24,Male,Single,IT,Executive,2,11168,47,27,14,4,2,3,3,13,Yes,6,37,14,1,4,3,19,2,No
9792,49,Female,Divorced,IT,Executive,1,6977,50,9,12,4,3,5,3,64,Yes,1,59,2,4,1,3,28,4,No
9990,40,Female,Single,HR,Assistant,4,5000,22,10,9,2,1,4,4,76,Yes,1,40,9,3,4,2,45,1,Yes
9966,49,Female,Married,Marketing,Analyst,2,11134,15,10,12,8,1,2,1,34,Yes,6,44,13,4,4,4,19,4,No
7324,36,Male,Single,Marketing,Assistant,1,18147,76,21,6,2,3,4,4,64,No,8,34,2,2,3,1,8,3,No
1384,28,Female,Married,IT,Analyst,5,6286,54,26,6,5,3,4,3,85,Yes,4,49,2,2,2,3,9,3,Yes
3102,51,Male,Single,IT,Assistant,2,7127,37,8,4,8,1,4,4,70,Yes,8,42,4,1,3,2,7,4,No
3922,36,Male,Divorced,Marketing,Assistant,3,18905,30,20,11,3,4,3,2,50,Yes,6,43,4,4,4,2,9,3,No
6686,37,Female,Single,Sales,Manager,1,8966,89,14,6,9,2,2,1,74,No,1,46,0,2,2,2,4,2,No
3195,59,Male,Married,HR,Assistant,3,7284,58,2,8,7,1,4,2,50,Yes,9,54,3,1,4,1,12,1,No
1942,27,Male,Single,Finance,Manager,5,10799,66,29,1,0,4,4,3,32,Yes,7,35,8,1,1,3,22,2,No
7714,46,Female,Married,Finance,Analyst,3,15749,44,12,4,6,4,3,1,6,Yes,4,46,17,2,2,2,18,2,No
